data_id,node_id,kwh,location,timestamp,hour,day_of_week,month,pattern_type,anomaly
data_00000773,node_000004,0.471,"lat:33.9358,lon:-118.2285",1755111628,15,2,8,residential,False
data_00000774,node_000004,0.548,"lat:33.9358,lon:-118.2285",1755115228,16,2,8,residential,False
data_00000775,node_000004,0.522,"lat:33.9358,lon:-118.2285",1755118828,17,2,8,residential,False
data_00000776,node_000004,3.539,"lat:33.9358,lon:-118.2285",1755122428,18,2,8,residential,False
data_00000777,node_000004,3.754,"lat:33.9358,lon:-118.2285",1755126028,19,2,8,residential,False
data_00000778,node_000004,3.88,"lat:33.9358,lon:-118.2285",1755129628,20,2,8,residential,False
data_00000779,node_000004,4.158,"lat:33.9358,lon:-118.2285",1755133228,21,2,8,residential,False
data_00000780,node_000004,0.531,"lat:33.9358,lon:-118.2285",1755136828,22,2,8,residential,False
data_00000781,node_000004,0.505,"lat:33.9358,lon:-118.2285",1755140428,23,2,8,residential,False
data_00000782,node_000004,0.475,"lat:33.9358,lon:-118.2285",1755144028,0,3,8,residential,False
data_00000783,node_000004,0.42,"lat:33.9358,lon:-118.2285",1755147628,1,3,8,residential,False
data_00000784,node_000004,0.524,"lat:33.9358,lon:-118.2285",1755151228,2,3,8,residential,False
data_00000785,node_000004,0.588,"lat:33.9358,lon:-118.2285",1755154828,3,3,8,residential,False
data_00000786,node_000004,0.434,"lat:33.9358,lon:-118.2285",1755158428,4,3,8,residential,False
data_00000787,node_000004,0.559,"lat:33.9358,lon:-118.2285",1755162028,5,3,8,residential,False
data_00000788,node_000004,0.488,"lat:33.9358,lon:-118.2285",1755165628,6,3,8,residential,False
data_00000789,node_000004,0.551,"lat:33.9358,lon:-118.2285",1755169228,7,3,8,residential,False
data_00000790,node_000004,1.919,"lat:33.9358,lon:-118.2285",1755172828,8,3,8,residential,True
data_00000791,node_000004,0.608,"lat:33.9358,lon:-118.2285",1755176428,9,3,8,residential,False
data_00000792,node_000004,0.475,"lat:33.9358,lon:-118.2285",1755180028,10,3,8,residential,False
data_00000793,node_000004,0.5,"lat:33.9358,lon:-118.2285",1755183628,11,3,8,residential,False
data_00000794,node_000004,0.39,"lat:33.9358,lon:-118.2285",1755187228,12,3,8,residential,False
data_00000795,node_000004,0.585,"lat:33.9358,lon:-118.2285",1755190828,13,3,8,residential,False
data_00000796,node_000004,0.501,"lat:33.9358,lon:-118.2285",1755194428,14,3,8,residential,False
data_00000797,node_000004,2.045,"lat:33.9358,lon:-118.2285",1755198028,15,3,8,residential,True
data_00000798,node_000004,0.58,"lat:33.9358,lon:-118.2285",1755201628,16,3,8,residential,False
data_00000799,node_000004,0.658,"lat:33.9358,lon:-118.2285",1755205228,17,3,8,residential,False
data_00000800,node_000004,3.983,"lat:33.9358,lon:-118.2285",1755208828,18,3,8,residential,False
data_00000801,node_000004,4.564,"lat:33.9358,lon:-118.2285",1755212428,19,3,8,residential,False
data_00000802,node_000004,4.336,"lat:33.9358,lon:-118.2285",1755216028,20,3,8,residential,False
data_00000803,node_000004,3.45,"lat:33.9358,lon:-118.2285",1755219628,21,3,8,residential,False
data_00000804,node_000004,0.693,"lat:33.9358,lon:-118.2285",1755223228,22,3,8,residential,False
data_00000805,node_000004,0.441,"lat:33.9358,lon:-118.2285",1755226828,23,3,8,residential,False
data_00000806,node_000004,0.449,"lat:33.9358,lon:-118.2285",1755230428,0,4,8,residential,False
data_00000807,node_000004,0.396,"lat:33.9358,lon:-118.2285",1755234028,1,4,8,residential,False
data_00000808,node_000004,0.382,"lat:33.9358,lon:-118.2285",1755237628,2,4,8,residential,False
data_00000809,node_000004,0.686,"lat:33.9358,lon:-118.2285",1755241228,3,4,8,residential,False
data_00000810,node_000004,0.409,"lat:33.9358,lon:-118.2285",1755244828,4,4,8,residential,False
data_00000811,node_000004,0.627,"lat:33.9358,lon:-118.2285",1755248428,5,4,8,residential,False
data_00000812,node_000004,0.578,"lat:33.9358,lon:-118.2285",1755252028,6,4,8,residential,False
data_00000813,node_000004,0.486,"lat:33.9358,lon:-118.2285",1755255628,7,4,8,residential,False
data_00000814,node_000004,0.459,"lat:33.9358,lon:-118.2285",1755259228,8,4,8,residential,False
data_00000815,node_000004,0.514,"lat:33.9358,lon:-118.2285",1755262828,9,4,8,residential,False
data_00000816,node_000004,0.452,"lat:33.9358,lon:-118.2285",1755266428,10,4,8,residential,False
data_00000817,node_000004,0.513,"lat:33.9358,lon:-118.2285",1755270028,11,4,8,residential,False
data_00000818,node_000004,0.444,"lat:33.9358,lon:-118.2285",1755273628,12,4,8,residential,False
data_00000819,node_000004,0.585,"lat:33.9358,lon:-118.2285",1755277228,13,4,8,residential,False
data_00000820,node_000004,0.58,"lat:33.9358,lon:-118.2285",1755280828,14,4,8,residential,False
data_00000821,node_000004,0.502,"lat:33.9358,lon:-118.2285",1755284428,15,4,8,residential,False
data_00000822,node_000004,0.391,"lat:33.9358,lon:-118.2285",1755288028,16,4,8,residential,False
data_00000823,node_000004,0.512,"lat:33.9358,lon:-118.2285",1755291628,17,4,8,residential,False
data_00000824,node_000004,3.209,"lat:33.9358,lon:-118.2285",1755295228,18,4,8,residential,False
data_00000825,node_000004,4.116,"lat:33.9358,lon:-118.2285",1755298828,19,4,8,residential,False
data_00000826,node_000004,2.964,"lat:33.9358,lon:-118.2285",1755302428,20,4,8,residential,False
data_00000827,node_000004,3.834,"lat:33.9358,lon:-118.2285",1755306028,21,4,8,residential,False
data_00000828,node_000004,0.486,"lat:33.9358,lon:-118.2285",1755309628,22,4,8,residential,False
data_00000829,node_000004,0.591,"lat:33.9358,lon:-118.2285",1755313228,23,4,8,residential,False
data_00000830,node_000004,0.682,"lat:33.9358,lon:-118.2285",1755316828,0,5,8,residential,False
data_00000831,node_000004,0.507,"lat:33.9358,lon:-118.2285",1755320428,1,5,8,residential,False
data_00000832,node_000004,0.758,"lat:33.9358,lon:-118.2285",1755324028,2,5,8,residential,False
data_00000833,node_000004,0.68,"lat:33.9358,lon:-118.2285",1755327628,3,5,8,residential,False
data_00000834,node_000004,0.625,"lat:33.9358,lon:-118.2285",1755331228,4,5,8,residential,False
data_00000835,node_000004,0.649,"lat:33.9358,lon:-118.2285",1755334828,5,5,8,residential,False
data_00000836,node_000004,0.773,"lat:33.9358,lon:-118.2285",1755338428,6,5,8,residential,False
data_00000837,node_000004,0.748,"lat:33.9358,lon:-118.2285",1755342028,7,5,8,residential,False
data_00000838,node_000004,0.544,"lat:33.9358,lon:-118.2285",1755345628,8,5,8,residential,False
data_00000839,node_000004,0.836,"lat:33.9358,lon:-118.2285",1755349228,9,5,8,residential,False
data_00000840,node_000005,0.469,"lat:34.1323,lon:-118.5730",1754748028,10,5,8,residential,False
data_00000841,node_000005,0.616,"lat:34.1323,lon:-118.5730",1754751628,11,5,8,residential,False
data_00000842,node_000005,0.567,"lat:34.1323,lon:-118.5730",1754755228,12,5,8,residential,False
data_00000843,node_000005,0.379,"lat:34.1323,lon:-118.5730",1754758828,13,5,8,residential,False
data_00000844,node_000005,0.573,"lat:34.1323,lon:-118.5730",1754762428,14,5,8,residential,False
data_00000845,node_000005,0.531,"lat:34.1323,lon:-118.5730",1754766028,15,5,8,residential,False
data_00000846,node_000005,0.477,"lat:34.1323,lon:-118.5730",1754769628,16,5,8,residential,False
data_00000847,node_000005,0.466,"lat:34.1323,lon:-118.5730",1754773228,17,5,8,residential,False
data_00000848,node_000005,3.854,"lat:34.1323,lon:-118.5730",1754776828,18,5,8,residential,False
data_00000849,node_000005,4.03,"lat:34.1323,lon:-118.5730",1754780428,19,5,8,residential,False
data_00000850,node_000005,4.339,"lat:34.1323,lon:-118.5730",1754784028,20,5,8,residential,False
data_00000851,node_000005,4.854,"lat:34.1323,lon:-118.5730",1754787628,21,5,8,residential,False
data_00000852,node_000005,0.476,"lat:34.1323,lon:-118.5730",1754791228,22,5,8,residential,False
data_00000853,node_000005,0.538,"lat:34.1323,lon:-118.5730",1754794828,23,5,8,residential,False
data_00000854,node_000005,0.516,"lat:34.1323,lon:-118.5730",1754798428,0,6,8,residential,False
data_00000855,node_000005,0.511,"lat:34.1323,lon:-118.5730",1754802028,1,6,8,residential,False
data_00000856,node_000005,0.607,"lat:34.1323,lon:-118.5730",1754805628,2,6,8,residential,False
data_00000857,node_000005,0.487,"lat:34.1323,lon:-118.5730",1754809228,3,6,8,residential,False
data_00000858,node_000005,0.513,"lat:34.1323,lon:-118.5730",1754812828,4,6,8,residential,False
data_00000859,node_000005,0.38,"lat:34.1323,lon:-118.5730",1754816428,5,6,8,residential,False
data_00000860,node_000005,0.454,"lat:34.1323,lon:-118.5730",1754820028,6,6,8,residential,False
data_00000861,node_000005,0.471,"lat:34.1323,lon:-118.5730",1754823628,7,6,8,residential,False
data_00000862,node_000005,0.57,"lat:34.1323,lon:-118.5730",1754827228,8,6,8,residential,False
data_00000863,node_000005,0.521,"lat:34.1323,lon:-118.5730",1754830828,9,6,8,residential,False
data_00000864,node_000005,0.506,"lat:34.1323,lon:-118.5730",1754834428,10,6,8,residential,False
data_00000865,node_000005,0.572,"lat:34.1323,lon:-118.5730",1754838028,11,6,8,residential,False
data_00000866,node_000005,0.491,"lat:34.1323,lon:-118.5730",1754841628,12,6,8,residential,False
data_00000867,node_000005,0.44,"lat:34.1323,lon:-118.5730",1754845228,13,6,8,residential,False
data_00000868,node_000005,0.473,"lat:34.1323,lon:-118.5730",1754848828,14,6,8,residential,False
data_00000869,node_000005,0.616,"lat:34.1323,lon:-118.5730",1754852428,15,6,8,residential,False
data_00000870,node_000005,0.418,"lat:34.1323,lon:-118.5730",1754856028,16,6,8,residential,False
data_00000871,node_000005,0.535,"lat:34.1323,lon:-118.5730",1754859628,17,6,8,residential,False
data_00000872,node_000005,4.08,"lat:34.1323,lon:-118.5730",1754863228,18,6,8,residential,False
data_00000873,node_000005,3.021,"lat:34.1323,lon:-118.5730",1754866828,19,6,8,residential,False
data_00000874,node_000005,4.716,"lat:34.1323,lon:-118.5730",1754870428,20,6,8,residential,False
data_00000875,node_000005,3.814,"lat:34.1323,lon:-118.5730",1754874028,21,6,8,residential,False
data_00000876,node_000005,0.588,"lat:34.1323,lon:-118.5730",1754877628,22,6,8,residential,False
data_00000877,node_000005,0.532,"lat:34.1323,lon:-118.5730",1754881228,23,6,8,residential,False
data_00000878,node_000005,0.442,"lat:34.1323,lon:-118.5730",1754884828,0,0,8,residential,False
data_00000879,node_000005,0.452,"lat:34.1323,lon:-118.5730",1754888428,1,0,8,residential,False
data_00000880,node_000005,0.516,"lat:34.1323,lon:-118.5730",1754892028,2,0,8,residential,False
data_00000881,node_000005,0.402,"lat:34.1323,lon:-118.5730",1754895628,3,0,8,residential,False
data_00000882,node_000005,0.43,"lat:34.1323,lon:-118.5730",1754899228,4,0,8,residential,False
data_00000883,node_000005,0.403,"lat:34.1323,lon:-118.5730",1754902828,5,0,8,residential,False
data_00000884,node_000005,0.431,"lat:34.1323,lon:-118.5730",1754906428,6,0,8,residential,False
data_00000885,node_000005,0.387,"lat:34.1323,lon:-118.5730",1754910028,7,0,8,residential,False
data_00000886,node_000005,0.457,"lat:34.1323,lon:-118.5730",1754913628,8,0,8,residential,False
data_00000887,node_000005,0.533,"lat:34.1323,lon:-118.5730",1754917228,9,0,8,residential,False
data_00000888,node_000005,0.411,"lat:34.1323,lon:-118.5730",1754920828,10,0,8,residential,False
data_00000889,node_000005,0.477,"lat:34.1323,lon:-118.5730",1754924428,11,0,8,residential,False
data_00000890,node_000005,0.384,"lat:34.1323,lon:-118.5730",1754928028,12,0,8,residential,False
data_00000891,node_000005,0.448,"lat:34.1323,lon:-118.5730",1754931628,13,0,8,residential,False
data_00000892,node_000005,0.377,"lat:34.1323,lon:-118.5730",1754935228,14,0,8,residential,False
data_00000893,node_000005,0.424,"lat:34.1323,lon:-118.5730",1754938828,15,0,8,residential,False
data_00000894,node_000005,0.451,"lat:34.1323,lon:-118.5730",1754942428,16,0,8,residential,False
data_00000895,node_000005,0.298,"lat:34.1323,lon:-118.5730",1754946028,17,0,8,residential,False
data_00000896,node_000005,2.998,"lat:34.1323,lon:-118.5730",1754949628,18,0,8,residential,False
data_00000897,node_000005,3.13,"lat:34.1323,lon:-118.5730",1754953228,19,0,8,residential,False
data_00000898,node_000005,2.817,"lat:34.1323,lon:-118.5730",1754956828,20,0,8,residential,False
data_00000899,node_000005,2.883,"lat:34.1323,lon:-118.5730",1754960428,21,0,8,residential,False
data_00000900,node_000005,0.36,"lat:34.1323,lon:-118.5730",1754964028,22,0,8,residential,False
data_00000901,node_000005,0.398,"lat:34.1323,lon:-118.5730",1754967628,23,0,8,residential,False
data_00000902,node_000005,0.439,"lat:34.1323,lon:-118.5730",1754971228,0,1,8,residential,False
data_00000903,node_000005,0.458,"lat:34.1323,lon:-118.5730",1754974828,1,1,8,residential,False
data_00000904,node_000005,0.425,"lat:34.1323,lon:-118.5730",1754978428,2,1,8,residential,False
data_00000905,node_000005,0.495,"lat:34.1323,lon:-118.5730",1754982028,3,1,8,residential,False
data_00000906,node_000005,0.434,"lat:34.1323,lon:-118.5730",1754985628,4,1,8,residential,False
data_00000907,node_000005,0.39,"lat:34.1323,lon:-118.5730",1754989228,5,1,8,residential,False
data_00000908,node_000005,0.436,"lat:34.1323,lon:-118.5730",1754992828,6,1,8,residential,False
data_00000909,node_000005,0.463,"lat:34.1323,lon:-118.5730",1754996428,7,1,8,residential,False
data_00000910,node_000005,0.373,"lat:34.1323,lon:-118.5730",1755000028,8,1,8,residential,False
data_00000911,node_000005,0.324,"lat:34.1323,lon:-118.5730",1755003628,9,1,8,residential,False
data_00000912,node_000005,0.365,"lat:34.1323,lon:-118.5730",1755007228,10,1,8,residential,False
data_00000913,node_000005,0.417,"lat:34.1323,lon:-118.5730",1755010828,11,1,8,residential,False
data_00000914,node_000005,0.349,"lat:34.1323,lon:-118.5730",1755014428,12,1,8,residential,False
data_00000915,node_000005,0.467,"lat:34.1323,lon:-118.5730",1755018028,13,1,8,residential,False
data_00000916,node_000005,0.428,"lat:34.1323,lon:-118.5730",1755021628,14,1,8,residential,False
data_00000917,node_000005,0.44,"lat:34.1323,lon:-118.5730",1755025228,15,1,8,residential,False
data_00000918,node_000005,0.448,"lat:34.1323,lon:-118.5730",1755028828,16,1,8,residential,False
data_00000919,node_000005,0.377,"lat:34.1323,lon:-118.5730",1755032428,17,1,8,residential,False
data_00000920,node_000005,2.319,"lat:34.1323,lon:-118.5730",1755036028,18,1,8,residential,False
data_00000921,node_000005,2.997,"lat:34.1323,lon:-118.5730",1755039628,19,1,8,residential,False
data_00000922,node_000005,2.341,"lat:34.1323,lon:-118.5730",1755043228,20,1,8,residential,False
data_00000923,node_000005,2.983,"lat:34.1323,lon:-118.5730",1755046828,21,1,8,residential,False
data_00000924,node_000005,0.398,"lat:34.1323,lon:-118.5730",1755050428,22,1,8,residential,False
data_00000925,node_000005,0.424,"lat:34.1323,lon:-118.5730",1755054028,23,1,8,residential,False
data_00000926,node_000005,0.41,"lat:34.1323,lon:-118.5730",1755057628,0,2,8,residential,False
data_00000927,node_000005,0.491,"lat:34.1323,lon:-118.5730",1755061228,1,2,8,residential,False
data_00000928,node_000005,0.454,"lat:34.1323,lon:-118.5730",1755064828,2,2,8,residential,False
data_00000929,node_000005,0.444,"lat:34.1323,lon:-118.5730",1755068428,3,2,8,residential,False
data_00000930,node_000005,0.524,"lat:34.1323,lon:-118.5730",1755072028,4,2,8,residential,False
data_00000931,node_000005,0.398,"lat:34.1323,lon:-118.5730",1755075628,5,2,8,residential,False
data_00000932,node_000005,0.415,"lat:34.1323,lon:-118.5730",1755079228,6,2,8,residential,False
data_00000933,node_000005,0.44,"lat:34.1323,lon:-118.5730",1755082828,7,2,8,residential,False
data_00000934,node_000005,0.431,"lat:34.1323,lon:-118.5730",1755086428,8,2,8,residential,False
data_00000935,node_000005,0.428,"lat:34.1323,lon:-118.5730",1755090028,9,2,8,residential,False
data_00000936,node_000005,0.445,"lat:34.1323,lon:-118.5730",1755093628,10,2,8,residential,False
data_00000937,node_000005,0.437,"lat:34.1323,lon:-118.5730",1755097228,11,2,8,residential,False
data_00000938,node_000005,0.475,"lat:34.1323,lon:-118.5730",1755100828,12,2,8,residential,False
data_00000939,node_000005,0.378,"lat:34.1323,lon:-118.5730",1755104428,13,2,8,residential,False
data_00000940,node_000005,0.361,"lat:34.1323,lon:-118.5730",1755108028,14,2,8,residential,False
data_00000941,node_000005,0.379,"lat:34.1323,lon:-118.5730",1755111628,15,2,8,residential,False
data_00000942,node_000005,0.372,"lat:34.1323,lon:-118.5730",1755115228,16,2,8,residential,False
data_00000943,node_000005,0.378,"lat:34.1323,lon:-118.5730",1755118828,17,2,8,residential,False
data_00000944,node_000005,2.344,"lat:34.1323,lon:-118.5730",1755122428,18,2,8,residential,False
data_00000945,node_000005,2.978,"lat:34.1323,lon:-118.5730",1755126028,19,2,8,residential,False
data_00000946,node_000005,2.884,"lat:34.1323,lon:-118.5730",1755129628,20,2,8,residential,False
data_00000947,node_000005,3.022,"lat:34.1323,lon:-118.5730",1755133228,21,2,8,residential,False
data_00000948,node_000005,0.463,"lat:34.1323,lon:-118.5730",1755136828,22,2,8,residential,False
data_00000949,node_000005,0.41,"lat:34.1323,lon:-118.5730",1755140428,23,2,8,residential,False
data_00000950,node_000005,0.368,"lat:34.1323,lon:-118.5730",1755144028,0,3,8,residential,False
data_00000951,node_000005,0.416,"lat:34.1323,lon:-118.5730",1755147628,1,3,8,residential,False
data_00000952,node_000005,0.375,"lat:34.1323,lon:-118.5730",1755151228,2,3,8,residential,False
data_00000953,node_000005,0.491,"lat:34.1323,lon:-118.5730",1755154828,3,3,8,residential,False
data_00000954,node_000005,0.464,"lat:34.1323,lon:-118.5730",1755158428,4,3,8,residential,False
data_00000955,node_000005,0.566,"lat:34.1323,lon:-118.5730",1755162028,5,3,8,residential,False
data_00000956,node_000005,0.479,"lat:34.1323,lon:-118.5730",1755165628,6,3,8,residential,False
data_00000957,node_000005,0.405,"lat:34.1323,lon:-118.5730",1755169228,7,3,8,residential,False
data_00000958,node_000005,0.4,"lat:34.1323,lon:-118.5730",1755172828,8,3,8,residential,False
data_00000959,node_000005,0.445,"lat:34.1323,lon:-118.5730",1755176428,9,3,8,residential,False
data_00000960,node_000005,0.468,"lat:34.1323,lon:-118.5730",1755180028,10,3,8,residential,False
data_00000961,node_000005,0.267,"lat:34.1323,lon:-118.5730",1755183628,11,3,8,residential,False
data_00000962,node_000005,0.258,"lat:34.1323,lon:-118.5730",1755187228,12,3,8,residential,False
data_00000963,node_000005,0.32,"lat:34.1323,lon:-118.5730",1755190828,13,3,8,residential,False
data_00000964,node_000005,0.55,"lat:34.1323,lon:-118.5730",1755194428,14,3,8,residential,False
data_00000965,node_000005,0.462,"lat:34.1323,lon:-118.5730",1755198028,15,3,8,residential,False
data_00000966,node_000005,0.457,"lat:34.1323,lon:-118.5730",1755201628,16,3,8,residential,False
data_00000967,node_000005,0.337,"lat:34.1323,lon:-118.5730",1755205228,17,3,8,residential,False
data_00000968,node_000005,3.332,"lat:34.1323,lon:-118.5730",1755208828,18,3,8,residential,False
data_00000969,node_000005,3.046,"lat:34.1323,lon:-118.5730",1755212428,19,3,8,residential,False
data_00000970,node_000005,1.826,"lat:34.1323,lon:-118.5730",1755216028,20,3,8,residential,False
data_00000971,node_000005,2.593,"lat:34.1323,lon:-118.5730",1755219628,21,3,8,residential,False
data_00000972,node_000005,0.418,"lat:34.1323,lon:-118.5730",1755223228,22,3,8,residential,False
data_00000973,node_000005,0.414,"lat:34.1323,lon:-118.5730",1755226828,23,3,8,residential,False
data_00000974,node_000005,0.407,"lat:34.1323,lon:-118.5730",1755230428,0,4,8,residential,False
data_00000975,node_000005,0.367,"lat:34.1323,lon:-118.5730",1755234028,1,4,8,residential,False
data_00000976,node_000005,0.481,"lat:34.1323,lon:-118.5730",1755237628,2,4,8,residential,False
data_00000977,node_000005,0.398,"lat:34.1323,lon:-118.5730",1755241228,3,4,8,residential,False
data_00000978,node_000005,0.462,"lat:34.1323,lon:-118.5730",1755244828,4,4,8,residential,False
data_00000979,node_000005,0.389,"lat:34.1323,lon:-118.5730",1755248428,5,4,8,residential,False
data_00000980,node_000005,0.402,"lat:34.1323,lon:-118.5730",1755252028,6,4,8,residential,False
data_00000981,node_000005,0.398,"lat:34.1323,lon:-118.5730",1755255628,7,4,8,residential,False
data_00000982,node_000005,0.412,"lat:34.1323,lon:-118.5730",1755259228,8,4,8,residential,False
data_00000983,node_000005,0.443,"lat:34.1323,lon:-118.5730",1755262828,9,4,8,residential,False
data_00000984,node_000005,0.433,"lat:34.1323,lon:-118.5730",1755266428,10,4,8,residential,False
data_00000985,node_000005,0.432,"lat:34.1323,lon:-118.5730",1755270028,11,4,8,residential,False
data_00000986,node_000005,0.384,"lat:34.1323,lon:-118.5730",1755273628,12,4,8,residential,False
data_00000987,node_000005,0.384,"lat:34.1323,lon:-118.5730",1755277228,13,4,8,residential,False
data_00000988,node_000005,0.405,"lat:34.1323,lon:-118.5730",1755280828,14,4,8,residential,False
data_00000989,node_000005,0.486,"lat:34.1323,lon:-118.5730",1755284428,15,4,8,residential,False
data_00000990,node_000005,0.483,"lat:34.1323,lon:-118.5730",1755288028,16,4,8,residential,False
data_00000991,node_000005,0.593,"lat:34.1323,lon:-118.5730",1755291628,17,4,8,residential,False
data_00000992,node_000005,2.924,"lat:34.1323,lon:-118.5730",1755295228,18,4,8,residential,False
data_00000993,node_000005,3.022,"lat:34.1323,lon:-118.5730",1755298828,19,4,8,residential,False
data_00000994,node_000005,2.608,"lat:34.1323,lon:-118.5730",1755302428,20,4,8,residential,False
data_00000995,node_000005,2.108,"lat:34.1323,lon:-118.5730",1755306028,21,4,8,residential,False
data_00000996,node_000005,0.43,"lat:34.1323,lon:-118.5730",1755309628,22,4,8,residential,False
data_00000997,node_000005,0.395,"lat:34.1323,lon:-118.5730",1755313228,23,4,8,residential,False
data_00000998,node_000005,0.518,"lat:34.1323,lon:-118.5730",1755316828,0,5,8,residential,False
data_00000999,node_000005,0.53,"lat:34.1323,lon:-118.5730",1755320428,1,5,8,residential,False
data_00001000,node_000005,0.471,"lat:34.1323,lon:-118.5730",1755324028,2,5,8,residential,False
data_00001001,node_000005,0.563,"lat:34.1323,lon:-118.5730",1755327628,3,5,8,residential,False
data_00001002,node_000005,0.462,"lat:34.1323,lon:-118.5730",1755331228,4,5,8,residential,False
data_00001003,node_000005,0.498,"lat:34.1323,lon:-118.5730",1755334828,5,5,8,residential,False
data_00001004,node_000005,0.481,"lat:34.1323,lon:-118.5730",1755338428,6,5,8,residential,False
data_00001005,node_000005,0.507,"lat:34.1323,lon:-118.5730",1755342028,7,5,8,residential,False
data_00001006,node_000005,0.506,"lat:34.1323,lon:-118.5730",1755345628,8,5,8,residential,False
data_00001007,node_000005,0.413,"lat:34.1323,lon:-118.5730",1755349228,9,5,8,residential,False
data_00001008,node_000006,0.583,"lat:33.8117,lon:-118.6411",1754748028,10,5,8,residential,False
data_00001009,node_000006,0.654,"lat:33.8117,lon:-118.6411",1754751628,11,5,8,residential,False
data_00001010,node_000006,0.521,"lat:33.8117,lon:-118.6411",1754755228,12,5,8,residential,False
data_00001011,node_000006,0.664,"lat:33.8117,lon:-118.6411",1754758828,13,5,8,residential,False
data_00001012,node_000006,0.633,"lat:33.8117,lon:-118.6411",1754762428,14,5,8,residential,False
data_00001013,node_000006,0.808,"lat:33.8117,lon:-118.6411",1754766028,15,5,8,residential,False
data_00001014,node_000006,0.705,"lat:33.8117,lon:-118.6411",1754769628,16,5,8,residential,False
data_00001015,node_000006,0.617,"lat:33.8117,lon:-118.6411",1754773228,17,5,8,residential,False
data_00001016,node_000006,3.801,"lat:33.8117,lon:-118.6411",1754776828,18,5,8,residential,False
data_00001017,node_000006,4.087,"lat:33.8117,lon:-118.6411",1754780428,19,5,8,residential,False
data_00001018,node_000006,5.275,"lat:33.8117,lon:-118.6411",1754784028,20,5,8,residential,False
data_00001019,node_000006,3.413,"lat:33.8117,lon:-118.6411",1754787628,21,5,8,residential,False
data_00001020,node_000006,0.701,"lat:33.8117,lon:-118.6411",1754791228,22,5,8,residential,False
data_00001021,node_000006,0.45,"lat:33.8117,lon:-118.6411",1754794828,23,5,8,residential,False
data_00001022,node_000006,0.587,"lat:33.8117,lon:-118.6411",1754798428,0,6,8,residential,False
data_00001023,node_000006,0.604,"lat:33.8117,lon:-118.6411",1754802028,1,6,8,residential,False
data_00001024,node_000006,0.542,"lat:33.8117,lon:-118.6411",1754805628,2,6,8,residential,False
data_00001025,node_000006,0.647,"lat:33.8117,lon:-118.6411",1754809228,3,6,8,residential,False
data_00001026,node_000006,0.503,"lat:33.8117,lon:-118.6411",1754812828,4,6,8,residential,False
data_00001027,node_000006,0.881,"lat:33.8117,lon:-118.6411",1754816428,5,6,8,residential,False
data_00001028,node_000006,0.656,"lat:33.8117,lon:-118.6411",1754820028,6,6,8,residential,False
data_00001029,node_000006,0.628,"lat:33.8117,lon:-118.6411",1754823628,7,6,8,residential,False
data_00001030,node_000006,0.769,"lat:33.8117,lon:-118.6411",1754827228,8,6,8,residential,False
data_00001031,node_000006,0.657,"lat:33.8117,lon:-118.6411",1754830828,9,6,8,residential,False
data_00001032,node_000006,0.675,"lat:33.8117,lon:-118.6411",1754834428,10,6,8,residential,False
data_00001033,node_000006,0.592,"lat:33.8117,lon:-118.6411",1754838028,11,6,8,residential,False
data_00001034,node_000006,0.571,"lat:33.8117,lon:-118.6411",1754841628,12,6,8,residential,False
data_00001035,node_000006,0.609,"lat:33.8117,lon:-118.6411",1754845228,13,6,8,residential,False
data_00001036,node_000006,0.696,"lat:33.8117,lon:-118.6411",1754848828,14,6,8,residential,False
data_00001037,node_000006,0.635,"lat:33.8117,lon:-118.6411",1754852428,15,6,8,residential,False
data_00001038,node_000006,0.576,"lat:33.8117,lon:-118.6411",1754856028,16,6,8,residential,False
data_00001039,node_000006,0.674,"lat:33.8117,lon:-118.6411",1754859628,17,6,8,residential,False
data_00001040,node_000006,4.822,"lat:33.8117,lon:-118.6411",1754863228,18,6,8,residential,False
data_00001041,node_000006,3.83,"lat:33.8117,lon:-118.6411",1754866828,19,6,8,residential,False
data_00001042,node_000006,4.562,"lat:33.8117,lon:-118.6411",1754870428,20,6,8,residential,False
data_00001043,node_000006,4.303,"lat:33.8117,lon:-118.6411",1754874028,21,6,8,residential,False
data_00001044,node_000006,0.634,"lat:33.8117,lon:-118.6411",1754877628,22,6,8,residential,False
data_00001045,node_000006,0.638,"lat:33.8117,lon:-118.6411",1754881228,23,6,8,residential,False
data_00001046,node_000006,0.475,"lat:33.8117,lon:-118.6411",1754884828,0,0,8,residential,False
data_00001047,node_000006,0.488,"lat:33.8117,lon:-118.6411",1754888428,1,0,8,residential,False
data_00001048,node_000006,0.411,"lat:33.8117,lon:-118.6411",1754892028,2,0,8,residential,False
data_00001049,node_000006,0.521,"lat:33.8117,lon:-118.6411",1754895628,3,0,8,residential,False
data_00001050,node_000006,0.573,"lat:33.8117,lon:-118.6411",1754899228,4,0,8,residential,False
data_00001051,node_000006,0.651,"lat:33.8117,lon:-118.6411",1754902828,5,0,8,residential,False
data_00001052,node_000006,0.543,"lat:33.8117,lon:-118.6411",1754906428,6,0,8,residential,False
data_00001053,node_000006,0.501,"lat:33.8117,lon:-118.6411",1754910028,7,0,8,residential,False
data_00001054,node_000006,0.7,"lat:33.8117,lon:-118.6411",1754913628,8,0,8,residential,False
data_00001055,node_000006,0.599,"lat:33.8117,lon:-118.6411",1754917228,9,0,8,residential,False
data_00001056,node_000006,0.452,"lat:33.8117,lon:-118.6411",1754920828,10,0,8,residential,False
